time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010444800000	9.92318	1.26175	5.32065	0.207758	0.191804	lidar	3.03988	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1683	1.35555	5.17419	0.239631	0.223966	radar	4.80604	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.3908	1.43617	5.13493	0.26191	0.239245	lidar	1.10845	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6192	1.52184	4.97171	0.287458	0.260758	radar	3.23132	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8403	1.54895	4.92788	0.279514	0.23326	lidar	1.21142	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1087	1.60146	5.04007	0.27805	0.213822	radar	2.34815	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.3897	1.64589	5.08998	0.271672	0.190618	lidar	2.15594	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6195	1.70223	5.01868	0.276991	0.185967	radar	0.688723	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8477	1.7653	4.99626	0.284322	0.183477	lidar	0.271417	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.106	1.85919	5.12698	0.301041	0.191459	radar	1.52059	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3503	1.88386	5.10043	0.284308	0.156673	lidar	0.714871	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6081	1.94617	5.18936	0.284021	0.144215	radar	0.803824	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8084	2.08353	5.14892	0.328795	0.19392	lidar	3.16592	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0778	2.19758	5.30538	0.347478	0.2026	radar	2.87593	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.283	2.34014	5.26891	0.388301	0.243119	lidar	2.42587	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4561	2.48953	5.04086	0.439042	0.300977	radar	10.8474	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.707	2.60168	5.07929	0.452274	0.298416	lidar	0.904557	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9256	2.71631	5.05021	0.470276	0.303442	radar	0.141735	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1548	2.86888	5.08655	0.501987	0.324822	lidar	0.508505	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4068	2.98415	5.22431	0.503891	0.299955	radar	1.44335	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6146	3.04655	5.13982	0.491762	0.265044	lidar	2.43763	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8461	3.20872	5.24793	0.519529	0.28054	radar	3.44648	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0566	3.4024	5.28159	0.565008	0.321353	lidar	0.833573	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2649	3.5744	5.21957	0.600957	0.352457	radar	2.54452	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4805	3.75928	5.25801	0.634095	0.372453	lidar	0.415587	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6907	3.89498	5.2274	0.643468	0.361129	radar	1.10423	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9143	4.03036	5.22384	0.64787	0.343493	lidar	0.29216	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1081	4.19104	5.1159	0.67441	0.363277	radar	1.59057	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.305	4.38391	5.15116	0.706178	0.380763	lidar	0.280952	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5157	4.54962	5.19241	0.718179	0.369394	radar	0.693278	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6936	4.7112	5.15989	0.735862	0.368409	lidar	0.500485	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8451	4.89458	4.96345	0.779343	0.416675	radar	3.60382	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0064	5.12126	5.01382	0.823964	0.447155	lidar	0.571138	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.178	5.2841	4.97672	0.837115	0.436558	radar	1.56408	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3349	5.46177	4.95656	0.857453	0.434669	lidar	0.147483	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4932	5.62061	4.8859	0.870292	0.426382	radar	2.8754	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6847	5.73692	4.81972	0.853689	0.378287	lidar	1.53079	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8314	5.92302	4.75937	0.881293	0.395454	radar	0.638218	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0027	6.11923	4.79883	0.898574	0.392443	lidar	0.940843	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1553	6.32353	4.84553	0.920512	0.393268	radar	0.866755	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2744	6.57187	4.90396	0.967974	0.428499	lidar	0.785806	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4078	6.78262	4.90018	0.994499	0.436881	radar	0.247489	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5558	6.91221	4.79229	0.983712	0.39575	lidar	1.54675	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7076	7.11852	4.87936	0.992051	0.373223	radar	0.801207	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9066	7.25422	4.82323	0.964154	0.315107	lidar	3.66664	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.9973	7.4447	4.67542	1.00148	0.354151	radar	3.6877	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0835	7.72583	4.78108	1.06001	0.405525	lidar	1.77038	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2071	7.92878	4.79851	1.07231	0.392099	radar	0.27664	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2842	8.15105	4.79018	1.10775	0.411451	lidar	1.27802	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.385	8.35969	4.81759	1.12229	0.396592	radar	2.16402	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4811	8.50066	4.67908	1.12103	0.369993	lidar	3.15358	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5753	8.70202	4.63225	1.14159	0.376676	radar	0.448335	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7368	8.87894	4.61362	1.12527	0.3339	lidar	3.96164	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8135	9.093	4.55655	1.1576	0.361815	radar	0.977075	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9402	9.33171	4.63136	1.16963	0.355194	lidar	3.35256	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.989	9.54375	4.52017	1.21334	0.402133	radar	2.37441	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0712	9.79674	4.59701	1.24222	0.413462	lidar	1.11188	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1325	10.0497	4.69369	1.27058	0.415566	radar	7.42007	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1759	10.338	4.80182	1.31666	0.446753	lidar	1.14426	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1916	10.5722	4.72878	1.36683	0.494906	radar	2.74397	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2462	10.8561	4.83201	1.39914	0.504381	lidar	2.17093	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2732	11.1197	4.89924	1.43001	0.505422	radar	4.87285	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3079	11.357	4.88946	1.45269	0.502355	lidar	0.0100325	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2523	11.6043	4.78128	1.53436	0.601545	radar	9.9439	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3247	11.8405	4.78064	1.53624	0.568554	lidar	5.03899	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3517	12.0769	4.85569	1.53592	0.506424	radar	4.01776	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3341	12.3746	4.96926	1.57758	0.525437	lidar	0.97265	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2833	12.6116	4.8834	1.63844	0.591644	radar	2.90865	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3113	12.8441	4.85439	1.64729	0.567684	lidar	2.03284	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3017	13.0713	4.81859	1.67029	0.562953	radar	2.10672	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2693	13.2768	4.75059	1.69799	0.562364	lidar	0.945695	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2322	13.5109	4.76889	1.72178	0.548407	radar	1.3296	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2092	13.7747	4.82299	1.74389	0.542391	lidar	1.4093	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1557	13.9985	4.7831	1.77954	0.560735	radar	0.779765	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0972	14.2594	4.84313	1.81037	0.564088	lidar	0.385053	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0257	14.4882	4.8425	1.84089	0.563657	radar	1.35438	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9121	14.7513	4.93104	1.88707	0.584339	lidar	1.07969	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8472	14.9675	4.9076	1.90052	0.550134	radar	3.4281	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8235	15.1765	4.8244	1.90578	0.525029	lidar	2.25785	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.6941	15.3798	4.73119	1.98638	0.64395	radar	7.61984	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.674	15.5539	4.58916	1.99054	0.612188	lidar	3.37943	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5874	15.7512	4.56656	2.01379	0.597014	radar	1.28057	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4786	15.9712	4.60379	2.04531	0.598864	lidar	0.0947172	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3814	16.176	4.61564	2.05747	0.556909	radar	1.84503	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2727	16.3532	4.56494	2.08728	0.559228	lidar	0.43447	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1595	16.5449	4.55112	2.11652	0.563158	radar	0.227782	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0206	16.7672	4.62652	2.14733	0.565996	lidar	0.350256	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.863	16.9591	4.63553	2.21191	0.648799	radar	6.56805	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6729	17.214	4.82349	2.25016	0.65463	lidar	2.08561	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5757	17.4164	4.79148	2.22571	0.534409	radar	6.06819	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3517	17.621	4.91374	2.27456	0.557796	lidar	3.75832	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2143	17.8147	4.90405	2.27459	0.496346	radar	2.14385	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0881	17.9969	4.85455	2.28897	0.485378	lidar	0.942867	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9128	18.149	4.81755	2.33581	0.531505	radar	2.18778	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7933	18.2805	4.68164	2.35596	0.525095	lidar	1.04389	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6646	18.4572	4.64843	2.36239	0.494514	radar	6.52255	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4605	18.6497	4.75305	2.39053	0.497761	lidar	0.58734	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2823	18.7874	4.72168	2.42783	0.522516	radar	1.81404	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1262	18.9199	4.65409	2.45212	0.520829	lidar	0.244445	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9589	19.0903	4.66902	2.46378	0.497819	radar	3.01066	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7388	19.2093	4.68787	2.50492	0.51546	lidar	2.75945	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5458	19.3649	4.72387	2.52991	0.520746	radar	3.27012	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3089	19.5365	4.84825	2.55528	0.518967	lidar	0.816539	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0873	19.6174	4.81421	2.60899	0.564801	radar	10.1337	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8788	19.7635	4.85021	2.62916	0.55567	lidar	0.727136	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6941	19.886	4.78495	2.63146	0.497701	radar	3.22477	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4539	20.0468	4.89809	2.64788	0.487109	lidar	1.16207	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2344	20.1946	4.94226	2.65806	0.464664	radar	5.50924	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0545	20.3202	4.88739	2.66966	0.452771	lidar	1.91597	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8224	20.403	4.88803	2.70911	0.481649	radar	2.2113	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6089	20.5206	4.8914	2.72577	0.473626	lidar	0.587636	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3667	20.6107	4.93268	2.76335	0.504725	radar	1.24421	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1218	20.6828	4.94277	2.79623	0.512868	lidar	0.690273	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8809	20.7565	4.96443	2.83217	0.536297	radar	0.318038	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6023	20.8214	5.03605	2.86693	0.543909	lidar	1.48248	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3502	20.8543	5.06074	2.9214	0.600912	radar	2.19618	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1104	20.8892	5.03075	2.95658	0.607016	lidar	0.202923	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8781	20.949	5.00495	2.97644	0.590525	radar	1.86194	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.6955	20.982	4.87332	3.0031	0.590418	lidar	2.15685	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4383	21.0255	4.91778	3.02937	0.587443	radar	2.51918	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1925	21.0613	4.92823	3.05443	0.582404	lidar	0.138184	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9551	21.0808	4.92306	3.0854	0.589747	radar	0.937532	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7193	21.0468	4.87731	3.13181	0.609739	lidar	1.87364	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.474	21.0329	4.87213	3.16686	0.61413	radar	1.05917	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2668	21.022	4.79826	3.1985	0.617208	lidar	0.660044	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0129	20.9834	4.81949	3.23744	0.625481	radar	4.11573	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8113	20.9417	4.73788	3.27642	0.636604	lidar	0.428929	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5677	20.9391	4.68227	3.28021	0.578308	radar	5.65966	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2678	20.9761	4.83606	3.27445	0.533914	lidar	3.67522	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0309	20.9567	4.82882	3.29377	0.523553	radar	1.0136	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.8509	20.914	4.71097	3.32669	0.534495	lidar	1.49658	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.62563	20.9018	4.62406	3.32638	0.480179	radar	1.96959	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.44127	20.8501	4.53854	3.35795	0.491041	lidar	0.632185	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.22937	20.8041	4.53704	3.38419	0.498075	radar	1.42604	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.90817	20.7842	4.7405	3.3803	0.460067	lidar	2.91893	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.70173	20.7013	4.71158	3.4196	0.484706	radar	4.36987	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.40632	20.6239	4.8531	3.4377	0.474269	lidar	3.00394	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.17684	20.5438	4.86725	3.46717	0.485439	radar	0.101658	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.92856	20.4653	4.90455	3.4876	0.48016	lidar	0.125471	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71164	20.3791	4.92842	3.52154	0.504983	radar	3.44086	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.37762	20.3261	5.1279	3.51103	0.459292	lidar	2.97714	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.13845	20.2323	5.11312	3.53048	0.45044	radar	0.231732	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.87061	20.1488	5.17209	3.54064	0.43501	lidar	0.3021	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.64058	20.0593	5.13353	3.55563	0.422217	radar	0.550327	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.39706	19.966	5.14822	3.57026	0.414567	lidar	0.132584	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.17821	19.8733	5.11823	3.58852	0.413654	radar	2.97892	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.91492	19.7787	5.17598	3.59537	0.39661	lidar	0.370076	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.67307	19.6348	5.26853	3.63203	0.4307	radar	1.74957	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.52278	19.506	5.11539	3.67284	0.456344	lidar	2.06485	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.32094	19.3571	5.10381	3.70723	0.472934	radar	1.84256	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.11651	19.2535	5.06622	3.72103	0.46261	lidar	1.98253	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.93589	19.141	4.93638	3.73541	0.44242	radar	4.68644	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78828	18.9895	4.84369	3.77621	0.466917	lidar	0.733696	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57505	18.8392	4.93002	3.8004	0.475285	radar	1.56488	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40442	18.7074	4.87551	3.82367	0.4763	lidar	1.07607	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23357	18.564	4.78125	3.84283	0.462141	radar	1.18325	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12152	18.4108	4.66335	3.88664	0.490539	lidar	1.54405	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92737	18.2377	4.87336	3.92053	0.523146	radar	7.2245	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
